,song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
11187,Agoraphobia,Autoheart,spotify:track:4OIuUoYoO87LnzzaHNp1Ej,0.38,0.154,-11.136,0.0303,0.893,0.0,0.618,0.292,90.879,2
11188,Factories,Autoheart,spotify:track:3OQDyA1HBJ2aVX4t4aNWz5,0.598,0.794,-2.551,0.055,0.00158,0.0,0.0794,0.373,120.917,1
11189,Lent,Autoheart,spotify:track:1TsrGEUQWMA7t542V7ppuP,0.698,0.542,-4.317,0.131,0.132,0.00117,0.199,0.664,140.096,3
11190,Control,Autoheart,spotify:track:315mGAd1YNaimBeZKtU0rT,0.871,0.701,-5.594,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,3
11191,Lent,Autoheart,spotify:track:7wxiYsATacB2dJR7ShfmXf,0.537,0.84,-4.626,0.0363,0.2,2.15e-06,0.0998,0.211,124.269,1
11192,Buttercup,Jack Stauber,spotify:track:2mlGPkAx4kwF8Df0GlScsC,0.55,0.917,-3.159,0.0638,0.00428,0.0,0.197,0.601,126.115,3
11193,The Sailor Song,Autoheart,spotify:track:3aPKlwkM3hpFuw3A3IsQ46,0.376,0.674,-8.315,0.0338,0.00903,0.000258,0.377,0.391,80.011,1
11194,Oh Klahoma,Jack Stauber,spotify:track:6SZwj6cjc8JQbkrr8cbIUn,0.518,0.872,-4.413,0.039,0.00216,0.00552,0.152,0.578,127.914,0
11195,Dog Nightmare,Jack Stauber,spotify:track:2iTma4kHADFcTlR24R8hIP,0.371,0.42,-6.224,0.0513,0.431,0.0,0.0597,0.564,83.452,2
11196,January,Autoheart,spotify:track:4ujJRofrBEekb0X2tihpMs,0.658,0.885,-2.846,0.0462,0.0198,0.000769,0.0644,0.961,156.009,3
11197,Dead Weight,Jack Stauber,spotify:track:5yhQS5ce3WebABcdngULA8,0.665,0.527,-8.588,0.429,0.663,0.0,0.306,0.219,94.711,6
11198,The Witching Hour,Autoheart,spotify:track:5iGPptJa6cHUtP7Epkpg5W,0.939,0.687,-5.215,0.126,0.058,0.0,0.101,0.936,120.022,3
11199,Santa Fe,Autoheart,spotify:track:6sVXmJFIaZCVslVB6680jA,0.758,0.391,-12.676,0.0453,0.0529,0.000867,0.106,0.895,114.006,3
11200,Everybody Loves Me,OneRepublic,spotify:track:2e42fb37LVhtCOescNb1yN,0.629,0.748,-9.936,0.0473,0.0011,0.00081,0.865,0.801,107.443,4
11201,Heartbreaker,Autoheart,spotify:track:2sF9Mq4TWW2iSM8c0x1Aai,0.643,0.331,-9.235,0.0387,0.761,0.0,0.373,0.648,160.006,2
11202,Two Time,Jack Stauber's Micropop,spotify:track:7JTGwb6ug0z15F5roNLE0s,0.594,0.335,-13.415,0.0513,0.747,0.0111,0.0976,0.343,87.49,2
11203,Mamma Mia,Austin Weber,spotify:track:3gYGURA3OEFy20ahTaTixi,0.655,0.86,-3.538,0.176,0.136,0.0,0.955,0.795,117.433,4
11204,tommy innit,CG5,spotify:track:57Cmwk9oZjTrFVrkBCmexZ,0.563,0.808,-4.728,0.0944,0.207,1.32e-06,0.282,0.372,110.023,1
11205,Bus Money,The Chats,spotify:track:3bg0C4y3BvpaB0TPj5sQlf,0.519,0.413,-14.462,0.21,0.331,0.0666,0.106,0.404,159.398,2
11206,Urine Speaks Louder Than Words,Wingnut Dishwashers Union,spotify:track:22sGm4Vm5CyvmonkanwnmK,0.651,0.286,-13.399,0.0365,0.095,0.0234,0.101,0.165,83.007,2
11207,Everybody Knows Shit's Fucked,Stephen Paul Taylor,spotify:track:5l4AUpGX1rjfPKWEujoFT3,0.591,0.45,-13.291,0.26,0.312,0.000116,0.147,0.304,144.201,6
11208,Electro Gypsy,Savlonic,spotify:track:6WrvBWxtNgtzszOY28UVcc,0.548,0.508,-11.994,0.0939,0.531,8.72e-05,0.211,0.301,119.434,2
11209,We'll Meet Again,Various Artists,spotify:track:1mPDy9ZXL0QvARgyACMFxS,0.474,0.286,-14.441,0.145,0.923,7.52e-06,0.0771,0.739,108.514,2
11210,Love Me Dead,Ludo,spotify:track:3IlYkyctlcTqXAZOA4ZPzz,0.26,0.36,-13.271,0.0371,0.279,0.698,0.116,0.211,108.351,7
11211,Something For Your M.I.N.D.,Superorganism,spotify:track:4rCKRVJZKVysScn2piDuOT,0.481,0.209,-10.813,0.0534,0.932,5.83e-06,0.116,0.582,135.331,2
11212,Walking On A Dream,Empire of the Sun,spotify:track:5r5cp9IpziiIsR6b93vcnQ,0.634,0.328,-13.939,0.132,0.868,0.0,0.119,0.88,91.772,2
11213,She's so High,Tal Bachman,spotify:track:7mnGQesk1TzQLzQ9bYWZPR,0.636,0.54,-6.632,0.0284,0.77,9.36e-06,0.343,0.584,132.779,2
11214,"You're Gonna Go Far, Kid",The Offspring,spotify:track:6TfBA04WJ3X1d1wXhaCFVT,0.481,0.839,-4.78,0.0357,0.0101,0.0,0.093,0.904,97.308,3
11215,"Be Gay, Do Drugs, Hail Satan",Super Cassette,spotify:track:780FG6uMy30vT4DrNLAO3W,0.345,0.714,-5.48,0.0566,0.296,0.0,0.127,0.524,178.522,0
11216,Marceline The Vampire,Steppes,spotify:track:2p975L9RyQFC95S1cJimnk,0.551,0.962,-2.628,0.111,0.0221,0.0,0.11,0.508,89.991,1
11217,I Wanna Boi,PWR BTTM,spotify:track:6shhReGKYdzCXtXxCIc1dF,0.413,0.531,-7.12,0.0365,0.192,0.0,0.111,0.174,149.862,0
11218,Go to Sleep Kimberly,Superet,spotify:track:1BuL6zqUEDEoaemhIQ08DO,0.64,0.904,-4.021,0.101,0.00489,1.49e-05,0.548,0.571,134.916,4
11219,Welcome to the Internet,Bo Burnham,spotify:track:25AvaE23MXl06YRtQcQoJS,0.417,0.755,-5.801,0.0642,0.00412,0.0,0.201,0.533,162.752,0
11220,Shit,Bo Burnham,spotify:track:2xQShwyOMYlX10w8dxbFX1,0.661,0.856,-4.138,0.0472,0.125,0.0,0.21,0.543,123.928,3
11221,Two Trucks,Lemon Demon,spotify:track:1s5A0u1dnAeVNur5nPkCpD,0.654,0.606,-7.721,0.0334,0.301,6.22e-06,0.131,0.2,117.936,1
11222,Bitchboy,The Oozes,spotify:track:4c2S2MELHhh3nspK1Rmef7,0.338,0.819,-5.666,0.0736,0.0234,0.0,0.129,0.698,118.905,0
11223,Look Who’s Inside Again,Bo Burnham,spotify:track:7d8dqy6GbiUqotcTSs0jXg,0.535,0.319,-15.397,0.0745,0.804,3.91e-06,0.227,0.457,142.883,2
11224,Feel Better,Penelope Scott,spotify:track:6e0vjU61OuUzcqVKPEXHb4,0.76,0.559,-7.274,0.5,0.508,0.0,0.367,0.48,74.954,6
11225,Greedy,Or3o,spotify:track:71KaNgCTNC2J5foUoO06wF,0.583,0.932,-4.182,0.0947,0.00234,6.78e-06,0.684,0.647,119.903,4
11226,All Eyes on Me,Or3o,spotify:track:0gg5h5BgdjVlXTti79TUao,0.519,0.682,-7.335,0.0897,0.0176,0.0,0.0926,0.814,156.994,3
11227,Lotta True Crime,Penelope Scott,spotify:track:6Dqs6JddZc16yl27MDzIWY,0.191,0.94,-5.973,0.157,0.00253,0.0,0.213,0.123,174.973,0
11228,Cigarette Ahegao,Penelope Scott,spotify:track:6UYJYgY8VRo6mKrhgTe1CF,0.282,0.895,-5.322,0.0597,0.018,0.139,0.192,0.567,101.394,1
11229,Rät,Penelope Scott,spotify:track:25z6kpmIwkCUqk2IORrJ5v,0.317,0.916,-4.802,0.0737,0.0572,0.000134,0.271,0.286,173.017,0
11230,American Healthcare (Glitzy),Penelope Scott,spotify:track:3GNTTTs9CVmr8RTrilIBOS,0.402,0.69,-5.625,0.0537,7.62e-06,0.191,0.0722,0.706,140.021,0
11231,Born2Run,Penelope Scott,spotify:track:0MrshSNylL13OabK61ryy6,0.408,0.904,-4.29,0.0499,0.000318,0.274,0.0634,0.4,95.03,1
11232,Dumpster,Penelope Scott,spotify:track:3au3m3tQJMBH0y6MPazbCd,0.58,0.791,-7.604,0.324,0.196,0.00326,0.0793,0.343,83.323,6
11233,Montreal,Penelope Scott,spotify:track:77d3iFPqZKZCJIBaftdIzW,0.426,0.854,-7.027,0.0357,1.85e-05,0.0647,0.0578,0.579,172.046,0
11234,Nights Like These,Pigeon Pit,spotify:track:7s7KOxwTHHnVBmtphJKWRk,0.534,0.709,-7.928,0.0586,0.00177,0.144,0.149,0.284,149.025,0
11235,I'm not a good person,Pat The Bunny,spotify:track:27wOKBP8KERkFP2sqqHloH,0.487,0.896,-5.843,0.0371,0.000351,0.0467,0.152,0.794,158.101,0
11236,Self Esteem,AJJ,spotify:track:3t4OeuZLxYUKjWgCaZMFDP,0.434,0.722,-4.483,0.0325,0.0364,0.0,0.27,0.341,75.043,1
11237,I Wanna Die,Harley Poe,spotify:track:1wQDdCFGWzljnTvKdhoNpA,0.642,0.835,-7.812,0.049,0.452,0.0,0.17,0.7,100.079,3
11238,Lake Pontchartrain,Ludo,spotify:track:079xRk9N70NzB2vF0oMRRj,0.74,0.357,-9.921,0.0352,0.377,0.047,0.328,0.453,119.973,2
11239,The Horror Of Our Love,Ludo,spotify:track:1j7q33fQyWZEDsG4Q1nIDr,0.654,0.531,-6.378,0.0408,0.732,0.0304,0.293,0.744,95.029,2
11240,Go-Getter Greg,Ludo,spotify:track:1eYcLu1SAEUsO3YI85uwaI,0.654,0.696,-6.146,0.0613,0.372,0.0188,0.118,0.923,159.035,3
11241,Good Will Hunting By Myself,Ludo,spotify:track:2sJLu1DT9CQ5MrwZ63tmVH,0.462,0.704,-6.011,0.619,0.639,0.0,0.655,0.547,169.396,6
11242,Death For My Birthday,Say Anything,spotify:track:0yai52pStnbyB0qUf6kNPt,0.657,0.04,-21.332,0.0773,0.885,0.0,0.2,0.481,79.741,7
11243,"Hello, My Name Is Your T.V.",Ludo,spotify:track:3wFDh9rZrOUcm0TcNZOPZi,0.919,0.785,-4.141,0.0806,0.00411,0.0,0.112,0.801,109.045,3
11244,Be Nice To Me,The Front Bottoms,spotify:track:7t19ubLwfZubJh2HpCUTrC,0.683,0.814,-5.17,0.251,0.00522,0.0131,0.33,0.81,159.96,6
11245,Alligator Skin Boots,McCafferty,spotify:track:1qFWOGLf8rX2lOLrR9wicN,0.645,0.791,-5.48,0.0927,0.0406,0.0,0.293,0.601,153.952,3
11246,All I Need,khai dreams,spotify:track:19aYshJ803a6F4BXQSPrwR,0.632,0.922,-2.173,0.0794,0.00558,1.81e-05,0.0927,0.497,88.972,1
11247,LIFE'S A BIT,NOAHFINNCE,spotify:track:17r3SCcSZ9EVohyGJbnMCq,0.792,0.829,-6.612,0.256,0.00103,0.0755,0.582,0.17,93.044,4
11248,STUPID,NOAHFINNCE,spotify:track:0CQTsBeiiSUaSQtRJ2n1Pz,0.513,0.933,-3.332,0.0613,0.00324,0.0,0.272,0.405,142.024,0
11249,MIND BLANK NO THOUGHTS,NOAHFINNCE,spotify:track:5IYtUMXbQp6mEiDT9VRbQv,0.656,0.861,-4.463,0.0391,0.0334,0.0,0.102,0.95,114.953,3
11250,Roadkill,VIAL,spotify:track:6GlrfpSsWOdjeD9K1ziFzi,0.623,0.661,-7.0,0.1,0.0212,0.000229,0.267,0.63,151.97,3
11251,Mars,Pinkshift,spotify:track:4aF7QW6ZxwCIxXypH695Q7,0.676,0.703,-5.815,0.0302,0.0869,0.000687,0.0463,0.852,92.761,3
11252,On Thin Ice,Pinkshift,spotify:track:6hzalkXXhxxvEFY0gXj8ZV,0.774,0.848,-6.106,0.0347,0.00231,3.32e-06,0.0953,0.716,115.01,3
11253,i'm gonna tell my therapist on you,Pinkshift,spotify:track:1iUBNLLmZnBAjgkHysEv37,0.47,0.565,-8.43,0.173,0.465,0.0,0.225,0.351,180.061,0
11254,Ruler of Everything,Tally Hall,spotify:track:3vFZheR74pxUkzxqhXTZ2X,0.723,0.868,-6.015,0.0409,0.0294,0.0,0.12,0.925,147.95,3
11255,How to Stop Caring,Park National,spotify:track:0YCVqhnrs62hL2bstWEgA6,0.788,0.463,-5.471,0.0563,0.139,0.0,0.0561,0.892,99.995,3
11256,Faking My Own Death,Park National,spotify:track:40xaJS91iDtIKtnGccTefO,0.694,0.948,-5.307,0.0361,0.00936,1.62e-05,0.139,0.705,115.044,3
11257,"Live Slow, Skate Fast",Park National,spotify:track:5kMLfvu0dCiTog6Uf7SX4T,0.609,0.679,-4.545,0.0312,0.243,0.0,0.199,0.487,122.034,1
11258,I Want to Kick Baby Yoda in the Ribs,Billy Cobb,spotify:track:6bAxSDV1NaAVixfi1oV9zd,0.695,0.575,-6.334,0.116,0.198,0.0,0.0614,0.699,163.929,3
11259,Bottom,McCafferty,spotify:track:16qh2Xmo8wvvNZoAa55XIn,0.812,0.679,-6.579,0.0426,0.196,0.0,0.0731,0.218,114.949,1
11260,Baby Hotline,Jack Stauber's Micropop,spotify:track:1R8kvV2AgNPCA2Pp4Im1Ao,0.499,0.45,-8.201,0.0544,0.688,0.0,0.0645,0.36,134.932,2
11261,Tea Errors,Jack Stauber's Micropop,spotify:track:4DdKpYcyTqDpVOiJuT894E,0.582,0.81,-4.104,0.106,0.0763,0.0,0.351,0.874,73.954,3
11262,There's Something Happening,Jack Stauber's Micropop,spotify:track:5Q7X2ddA5TjbfYe5FM3WZQ,0.714,0.827,-5.92,0.0542,0.0217,0.0,0.357,0.966,128.022,3
11263,"Left Brain, Right Brain",Bo Burnham,spotify:track:19Atssu8qmXPrB9jnxeqZZ,0.612,0.824,-4.758,0.0478,0.013,0.0,0.288,0.586,82.017,1
11264,i just learned the f word,SARIAH,spotify:track:2gEN8DmZf8n6lKWslHpF7L,0.688,0.864,-4.258,0.202,0.000786,0.0,0.0738,0.4,155.108,0
11265,My Axe,Insane Clown Posse,spotify:track:4y8G3pyyBvBKd47iyvHBNj,0.289,0.307,-16.036,0.0452,0.854,0.275,0.255,0.0477,96.516,7
11266,Molly,Mindless Self Indulgence,spotify:track:1kTZ1aERsOBTrihsDdGFNn,0.657,0.357,-10.922,0.0699,0.708,8.28e-06,0.0803,0.336,114.994,2
11267,What Do They Know?,Mindless Self Indulgence,spotify:track:5abubE0dYFaEPDeM2sZ4TY,0.68,0.659,-7.186,0.151,0.229,0.0,0.474,0.75,98.877,3
11268,DAYWALKER! (feat. CORPSE),Machine Gun Kelly,spotify:track:2NnJpRXIlx35Vij3bPZO0h,0.574,0.624,-4.239,0.039,0.0233,0.0,0.504,0.555,142.09,4
11269,Miss YOU!,CORPSE,spotify:track:3pXVmZh293nWtqxildz9jf,0.574,0.372,-7.75,0.0616,0.82,0.0,0.115,0.425,118.545,2
11270,"Fairbanks, Alaska",The Front Bottoms,spotify:track:3SdFK4C9qOh9qJbR7j81B5,0.509,0.469,-7.612,0.088,0.685,0.0,0.0717,0.457,145.821,2
11271,Hullabaloo,Rare Americans,spotify:track:5QUdaFEialyv2lmK8476iU,0.677,0.731,-5.708,0.12,0.168,0.0,0.103,0.603,97.864,3
11272,Take A Slice,Glass Animals,spotify:track:37adYGaYaAWTGhBaOzX4Fh,0.508,0.553,-6.397,0.079,0.734,0.0,0.101,0.46,108.975,2
11273,Rhinestone Eyes,Gorillaz,spotify:track:1foMv2HQwfQ2vntFf9HFeG,0.627,0.709,-4.692,0.0726,0.175,0.0,0.242,0.791,107.802,3
11274,Content,Bo Burnham,spotify:track:7av3s72hOwmgzA2VE5pWDa,0.564,0.389,-8.169,0.179,0.685,0.0,0.135,0.5,94.887,2
11275,Comedy,Bo Burnham,spotify:track:2AziR5bWTpniyTm2GQNer7,0.745,0.6,-7.285,0.18,0.403,0.0,0.0595,0.706,110.275,3
11276,Problematic,Bo Burnham,spotify:track:6NBAtnU5ICF7fazEFn2hKL,0.534,0.754,-5.937,0.221,0.345,0.0,0.248,0.702,93.646,6
11277,Bezos II,Bo Burnham,spotify:track:4lC0p6LexMrLx7kWUJcNwM,0.65,0.828,-5.007,0.0615,0.315,0.0,0.0956,0.637,89.968,3
11278,Bezos I,Bo Burnham,spotify:track:0Kdj7nwaYQmvhxnqZaIQuW,0.459,0.318,-13.328,0.0277,0.925,0.000407,0.0898,0.239,168.82,2
11279,Hermit the Frog,MARINA,spotify:track:4Zcz6saEkOII3PlXd9gN3o,0.215,0.309,-9.365,0.0395,0.0125,3.81e-05,0.609,0.233,64.524,4
11280,"jealousy, jealousy",Olivia Rodrigo,spotify:track:0MMyJUC3WNnFS1lit5pTjk,0.566,0.147,-16.866,0.0817,0.956,0.755,0.115,0.21,183.776,7
11281,30,Bo Burnham,spotify:track:1dqC5KuAYE3bRxeSEeVDF6,0.617,0.278,-17.376,0.313,0.934,0.0156,0.374,0.377,108.534,2
11282,Freeze Your Brain,Various Artists,spotify:track:0QCM97jGFzXZCxsWm3sgQ5,0.407,0.753,-4.134,0.275,0.319,0.0,0.207,0.46,113.635,6
11283,I Miss Having Sex But At Least I Don't Wanna Die Anymore,Waterparks,spotify:track:2Rmw7J0krEU75ffhkaK93D,0.596,0.679,-3.881,0.0324,0.18,0.0,0.0938,0.746,110.464,3
11284,Art Hoe,Call Me Karizma,spotify:track:2k4X3RZJm1vi2hdGrJ7UXA,0.337,0.326,-8.717,0.0309,0.58,0.0,0.216,0.117,98.552,2
11285,parents,YUNGBLUD,spotify:track:5v4OkFH0TJ6W1hCFxyn0px,0.571,0.73,-11.159,0.417,0.276,0.0,0.145,0.424,79.988,6
11286,Medication,YUNGBLUD,spotify:track:1iSwhRAKSkkLpyo8X8NqtV,0.645,0.938,-4.557,0.0391,0.0946,0.0226,0.159,0.495,140.886,3
11287,Helium,Glass Animals,spotify:track:5HIoYblPkVV5DWPTDmb4Jg,0.64,0.853,-7.996,0.031,0.43,0.711,0.156,0.829,124.122,5
11288,Domestic Bliss,Glass Animals,spotify:track:3qydsQ9n0hab0tGpwWajoj,0.608,0.752,-4.954,0.0315,0.0163,0.0,0.118,0.569,110.107,3
11289,money machine,100 gecs,spotify:track:61bwFjzXGG1x2aZsANdLyl,0.183,0.458,-9.651,0.0459,0.876,0.776,0.355,0.0661,69.352,7
11290,Fvck Somebody,The Wrecks,spotify:track:1GU6oaDhWaypMzfP51BYKo,0.635,0.685,-6.707,0.0353,0.0133,5.78e-06,0.111,0.482,94.979,1
11291,Michael in the Bathroom,Be More Chill,spotify:track:1L3wn1FJHmnv9OpjVbkMzY,0.338,0.478,-5.895,0.0404,0.775,0.0,0.737,0.357,86.862,4
11292,More Than Survive,Be More Chill,spotify:track:7EdMb1sjy4hvfknBYoTCth,0.606,0.622,-7.751,0.0359,0.125,1.1e-06,0.0798,0.907,87.635,3
11293,"Sincerely, Me",Various Artists,spotify:track:4nna9JONFIwr98bcX6tlta,0.579,0.655,-10.065,0.158,0.621,0.0,0.12,0.7,152.106,2
11294,Voices in My Head,Be More Chill,spotify:track:2Tpxr2n4lXFp4xHTGlp0yY,0.654,0.277,-11.224,0.0263,0.302,0.0,0.288,0.423,104.095,2
11295,Good For You,Various Artists,spotify:track:7FIrk5lA1IalpZ3OtieeC8,0.409,0.764,-5.499,0.163,0.07,0.0,0.213,0.556,170.089,0
11296,Beautiful,Various Artists,spotify:track:5s5RWM20nO50Ixe2et4uNu,0.717,0.81,-5.692,0.0515,0.308,0.0,0.094,0.742,93.026,3
11297,Dead Girl Walking (Reprise),Various Artists,spotify:track:0ZwCQw4tzcMGq8wZpx1KjX,0.764,0.722,-6.033,0.106,0.32,0.000604,0.0787,0.369,134.095,3
11298,Say My Name,Eddie Perfect,spotify:track:3PzAUMMxPcaXEfWEvMx469,0.547,0.889,-4.997,0.0999,0.269,0.000227,0.613,0.699,169.885,4
11299,Anytime You Smile,JT Music,spotify:track:5asnjjX5w5rDV8Gj5hs4SZ,0.643,0.331,-9.235,0.0387,0.761,0.0,0.373,0.648,160.006,2
11300,Can Ghosts Be Gay?,carpetgarden,spotify:track:0CN9ZaGJjFCFa5H3CyEJzm,0.939,0.687,-5.215,0.126,0.058,0.0,0.101,0.936,120.022,3
11301,Girls Are Hot and I'm Afraid of Them,Billy Cobb,spotify:track:7zj9X4ehKyPfU0BA42zJIO,0.665,0.527,-8.588,0.429,0.663,0.0,0.306,0.219,94.711,6
11302,Just Take My Wallet,Jack Stauber's Micropop,spotify:track:2dNKGg5Nn1JNVH1GRd41bp,0.669,0.713,-5.736,0.0533,0.214,0.0,0.319,0.741,133.881,3
11303,Nice Guy Ballad,Wilbur Music,spotify:track:5Qq6gADJLeM9YkgUyoBS9n,0.523,0.65,-6.911,0.336,0.876,0.0,0.698,0.861,89.816,6
11304,This Life I Have,The Wrecks,spotify:track:6gITSrKq3IyKIMgqU8OjGY,0.526,0.946,-4.58,0.103,0.00222,0.000312,0.394,0.662,154.984,0
11305,My Alcoholic Friends,The Dresden Dolls,spotify:track:2gvmxusSOe3vNjNDjQWaso,0.822,0.655,-8.316,0.0363,0.205,0.000535,0.1,0.518,106.977,3
11306,Fight for Me,Various Artists,spotify:track:0ChcE4uENOGTEthE5dGaXX,0.464,0.701,-5.693,0.0411,0.00892,0.309,0.335,0.356,83.996,1
11307,Knife Fight,Lemon Demon,spotify:track:1TDeYPC9ZJv2XE9E9zVQN7,0.651,0.647,-7.475,0.338,0.525,6.37e-06,0.373,0.575,180.191,6
11308,When You Die,MGMT,spotify:track:3td69vL9Py7Ai9wfXYnvji,0.484,0.582,-13.342,0.097,0.0392,1.24e-05,0.654,0.341,95.814,4
11309,Souk Eye,Gorillaz,spotify:track:4fjzDf54eBNOlW45mNe14U,0.738,0.782,-5.599,0.481,0.694,0.0,0.869,0.653,120.022,6
11310,Night Ride,The Growlers,spotify:track:2O07FF1DMc1oRDlkIo33FC,0.539,0.676,-6.91,0.285,0.844,0.0,0.972,0.617,116.225,4
11311,Busted and Blue,Gorillaz,spotify:track:04zxGiXcmNQ0m9oDXtwo18,0.549,0.401,-9.841,0.439,0.686,0.000121,0.364,0.417,160.994,6
11312,Zydrate Anatomy,Various Artists,spotify:track:6mugfZWz63m4VwRgW9Pbrd,0.679,0.472,-6.871,0.036,0.343,0.0,0.649,0.346,99.024,4
11313,From God's Perspective,Bo Burnham,spotify:track:6ghnKwHcGX1RLPWjJYKbGd,0.464,0.682,-8.541,0.033,0.0768,0.832,0.0856,0.455,80.062,5
11314,I'm Gonna Win,Rob Cantor,spotify:track:6bWP2PGRjyRjbHTdnMRDk9,0.487,0.369,-13.424,0.0406,0.736,3.75e-05,0.0925,0.106,183.114,2
11315,eating my computer,elliotly,spotify:track:53mlRrLqNowFkjPhwzmcWq,0.657,0.357,-10.922,0.0699,0.708,8.28e-06,0.0803,0.336,114.994,2
11316,No Eyed Girl,Lemon Demon,spotify:track:0uKK5v0Rl7wkx7DjhMfDIz,0.375,0.93,-2.631,0.0561,0.00064,0.0,0.318,0.491,147.124,0
11317,Repeat Stuff - Studio,Bo Burnham,spotify:track:3jtL9LGi9W31DWdLNtBYHf,0.661,0.743,-6.224,0.0292,0.0758,0.0,0.318,0.577,139.959,3
11318,Eff - Studio,Bo Burnham,spotify:track:0NGz93DRCywH2qs7eLzYJ2,0.729,0.662,-4.851,0.0718,0.126,0.0,0.324,0.875,153.015,3
11319,Nerds - Studio,Bo Burnham,spotify:track:0QMiI7yf8rHfwdfvJIgvrE,0.553,0.779,-6.453,0.0373,0.0422,0.0,0.0639,0.627,100.065,1
11320,Channel 5: The Musical - Studio,Bo Burnham,spotify:track:5h74WE3hSIqgIBhrbGQEhx,0.555,0.839,-3.583,0.0483,0.000114,0.0574,0.102,0.637,124.877,3
11321,Look Who’s Inside Again,Bo Burnham,spotify:track:0lZZ8pibk6Zu3M9hTthk1a,0.656,0.874,-5.141,0.093,0.225,0.0,0.654,0.597,120.008,4
11322,Shit,Bo Burnham,spotify:track:3FFYH9A5rLqohxQhNW4Qka,0.468,0.721,-9.175,0.0343,0.00574,0.0,0.111,0.69,145.989,3
11323,Welcome to The Internet,Bo Burnham,spotify:track:3s44Qv8x974tm0ueLexMWN,0.897,0.611,-10.489,0.211,0.0291,0.186,0.0894,0.769,102.304,3
11324,OH BO (studio),Bo Burnham,spotify:track:54zS39oDi8p9adV0gyIzdD,0.423,0.857,-5.173,0.0687,0.188,2.63e-05,0.105,0.196,75.024,1
11325,Ironic,Bo Burnham,spotify:track:3abyiZgVtNR9vkFRXpsVQb,0.155,0.876,-5.315,0.105,0.00159,2.41e-06,0.15,0.244,187.967,0
11326,Hellboy,SWMRS,spotify:track:2NZXTmbGiP91ND9N5pC1xs,0.469,0.64,-6.3,0.0354,0.612,0.00133,0.133,0.49,171.905,2
11327,Ramalama (Bang Bang),Róisín Murphy,spotify:track:1nQZC5d0lR56oKRbNLyP8v,0.734,0.637,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,3
11328,Afraid,The Neighbourhood,spotify:track:7brQHA2CgQpcMBiOlfiXYb,0.346,0.944,-9.874,0.0485,4.16e-05,0.565,0.0546,0.403,179.63,5
11329,REVIVED,Derivakat,spotify:track:2Cqr74oA90iffydKmgjwhp,0.48,0.329,-12.487,0.0329,0.874,0.00165,0.244,0.385,80.375,2
11330,KICKIN TRASH,NOAHFINNCE,spotify:track:2udR7wyNhLXcILA3uRkyP9,0.431,0.962,-7.216,0.182,0.0413,0.000211,0.124,0.75,179.683,0
11331,RANT,Bo Burnham,spotify:track:3Mk4DNBchI4vCJo14dReCn,0.49,0.859,-8.917,0.363,0.524,0.0,0.4,0.588,152.184,6
11332,WHAT'S FUNNY,Bo Burnham,spotify:track:2HI2sMK7BXpORayXJhwxZk,0.521,0.885,-4.934,0.125,0.00327,0.00904,0.324,0.344,115.985,1
11333,Bruno is Orange,"Hop Along, Queen Ansleis",spotify:track:4pY1okPrJvIPBQM0t4i28v,0.513,0.442,-13.529,0.0343,0.00731,0.000838,0.0878,0.243,81.201,1
11334,First Burn,Various Artists,spotify:track:1A2gifkaEngunqZAFHUS0j,0.356,0.924,-3.74,0.0808,0.00101,0.0,0.0953,0.232,148.017,0
11335,Alien Blues,Vundabar,spotify:track:6UjeFOCGYgMpBUtqKg1Je3,0.536,0.796,-6.32,0.0333,0.103,0.0,0.177,0.397,95.98,1
11336,Gooey,Glass Animals,spotify:track:6xU0ojuUR3dAhbnrJPQr1I,0.593,0.749,-5.67,0.0475,0.0113,0.106,0.314,0.649,164.959,0
11337,Domestic Bliss,Glass Animals,spotify:track:26E2fb3lp8MUEHq1WagF5f,0.563,0.784,-5.875,0.0402,0.0173,0.0,0.467,0.424,93.992,4
11338,Kiwi,Harry Styles,spotify:track:33SNO8AaciGbNaQFkxvPrW,0.403,0.938,-4.431,0.0613,0.00308,0.0,0.193,0.357,109.934,1
11339,Vibrant Eyes,CG5,spotify:track:4n19ZKX7g2DtVBccLO60OH,0.411,0.986,-2.522,0.0583,0.000264,0.00148,0.371,0.649,165.981,0
11340,Life By The Sea,Tubbo,spotify:track:1f466T8PHzdRdnWBwnvCB3,0.748,0.734,-6.499,0.124,0.524,1.15e-05,0.0975,0.368,97.753,1
11341,Casino Royale,Derivakat,spotify:track:7DXmhyG23q7NtkUIcenTPf,0.411,0.89,-6.062,0.0436,0.0617,0.127,0.227,0.0669,169.97,0
11342,Thrash Unreal,Against Me!,spotify:track:3c3XnCPwxGhQEHFxxjQcWe,0.768,0.633,-4.089,0.157,0.00951,0.0,0.199,0.824,129.074,3
11343,Cannibalism Is the Cure,Get Set Go,spotify:track:6HnMnHsQ9CoVR702k6hQ09,0.39,0.992,-6.439,0.163,0.0192,0.000136,0.114,0.0535,150.996,0
11344,Sex Sells,Lovejoy,spotify:track:6ShHxD0hoJSXajmcpQ5Ri8,0.395,0.921,-6.041,0.0622,0.0647,3.47e-05,0.307,0.811,148.513,0
